,sentence,predict
3865, 아 아. 왜냐면 솔직히 이게 보이스보이스피싱 공격 같기도 하고 20만원 큰 금액도 아니겠지만 느낌이 이상하네요,1.0
2012, 예 차후에 변동 안 되세요 예 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 로그인 계정 한번 부탁 드릴게요 농협이요?,1.0
6292, 예 차후에 변동 안 되세요 예 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 사용자 ID 한번 부탁 드릴게요 농협이요?,1.0
7447, 아 뭐 통장 식별전화번호는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠? 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 주민등록증도 접수도 안 해줬는데 그냥 로그인 계정 식별숫자만 여쭤보면 뭐합니까?,1.0
14417,지방세를 부과 또는 징수에 이의가 있을 사례 감사원장을 통하여 심사청구 받는 제도되겠습니다.,0.0
1314, 네 ㅇㅇ 맞으신가요? 네네 네 안녕하세요 여기 스포츠 토토 싸이트인데요,1.0
9924, 네 다름이 아니구요 사장님께서 혹시 안쓰시는 은행 은행 계좌가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 연락처 알게 되셨죠?,1.0
7638, 수납요? 예 위임 처리 비용 수납 처리해주신다고 하셨잖아요 아 제가 먼저 돈을 드려야 되는거에요? 심사를 보죠.,1.0
12018,일단 공동체로 등록하기을 하려면 서울특별시지방 5가구 초과 참여하고 일정 운영규모 이상으로의 도시농업활동을 하는 공동체이어야 합니다.,0.0
16476,"아니요, 아이를 출산한 병원이 온라인 출생 신고서 제출 대상 의료기관이어야 할 수 있음합니다.",0.0
4978, 고객님 본인명의세요? 예 예 수납 담당자님 입출금 입출금 계좌 식별숫자는 바로 카카오톡으로 보내드릴거구요. 수납 가능하신 시간은 얼마나 걸리세요?,1.0
7052, 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 주민등록증도 접수도 안 해줬는데 그냥 입출금 입출금 계좌 식별연락처만 여쭤보면 뭐합니까? 예 절차가 있는 거니까,1.0
5976,"3달과 6달에도 가능성 있음하고 각각 할인금액ㅇ느 7.5%, 5% 입니다. ",0.0
9515,서울시내시내 농가에서 진행합니다. ,0.0
6297, 무슨소리하시는거죠? 지금 그 입출금 입출금 계좌 제가 신고 해놨거든요? 네 은행 아이디에 화폐을 다 빼가셨더라고요,1.0
11621,그렇지 않습니다. 우리집주소 관할 행정동 거주자기관에서그냥 할 수 있는합니다.,0.0
3114,청년수당콜센터 기관가 따로 있습니다.,0.0
9200,아닙니다. 올려놓은사물은 예시여서 그 외 작품을 선정하셔도 무방합니다. ,0.0
756, 20만원 큰 돈도 아니겠지만 느낌이 이상하네요 좀. 제가 지금까지 대출을 받은거 다 아시겠지만 받으면은 제외하거나 빼서 들어오지.,1.0
4549,사용권을 구매 다음에 사용하기하때면 됩니다.,0.0
2250,송달료 기타 합하면 약 3다만돈정도 비용이 청구됩니다. ,0.0
15594,1층 안내데스크로 방문하기하면 됩니다.,0.0
10421, 아 아. 왜냐면 솔직히 이게 보이스사기 공격 같기도 하고 20만원 큰 자본도 아니겠지만 느낌이 이상하네요,1.0
1880,"신청시 제출서류는 임대차계약서 사본, 주민들신청등본, 월세 송금 증빙서류 외이 필요성합니다.",0.0
6257, 사장님께서 혹시 안쓰시는 은행 은행 계좌가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 전화식별번호 알게 되셨죠? 아 뭐 혹시 온라인에서 가입하신적은 없으세요? 네 가입한적 없는데요,1.0
3966, 20만원 큰 자본도 아니겠지만 느낌이 이상하네요 좀. 제가 지금까지 대출을 받은거 다 아시겠지만 받으면은 제외하거나 빼서 들어오지.,1.0
7258, 그럼? 됐습니다 그럼 공증을 지금 저희가 해드릴 수 있는 담보물이 있어요? 아휴 그럼 어떻게 해요. 제가 예금하기 바로 쓸 수가 있는거지.,1.0
15579,정기휴관사건 및 법정공휴일은 휴관 되겠습니다.,0.0
9356,경기도 각 시각마다 유무가 다릅니다. ,0.0
7572, 위임하실 경우에는 방문이나 내방 없이 드리는 전화 받으시고 통신 녹음를 통해서 대출 계약서랑 공증 서류를 작성하고요. 우편으로 등기 발송 처리해드리고요 음 예금 바로 되고요? 그렇죠.,1.0
8863,"책 대여는 할 수 있음하때지만, 열람실은 이용하기이 제한되십니다.",0.0
11392,네 개인은 안되고 중소기업 그냥 해당 사항됩니다.,0.0
568,네 결혼 7연도 이내 부부는 신혼부부에 해당 사항돼요.,0.0
5846,기술교육원화 통합 사이트 및 서울특별시일자리포털을 통해 공지될 예정입니다,0.0
9478,먼저 경찰서 찾아가기하셔서 분실신고하기를 해주때면 됩니다. ,0.0
15624,다시 검사받으셔야하나 현재 서울 내 보건소에서 보건증 검사업무는 모두 중단된 상황입니다.,0.0
7111,신분증 지참하시간고 방문함접수도 가능성 있음합니다.,0.0
4268, 위임하실 경우에는 방문이나 내방 없이 드리는 전화 받으시고 음성 녹음를 통해서 대출 계약서랑 공증 서류를 작성하고요. 우편으로 등기 발송 처리해드리고요 음 예금하기 바로 되고요? 그렇죠.,1.0
14023,그럼 후원대상 미충족으로 보조받으신 금액을 환수하셔야 겠습니다.,0.0
16718,근처 공영주차장을 활용하시각면 됩니다.,0.0
335, 예 말씀 드리는 거 말씀 드리는데 집중을 안 하시는 거 같다고요 아 예 집중하실 거예요? 아 예 예.,1.0
5724,취득등록세 면제나 감면이 할 수 있는하십니다.,0.0
2973, 아 뭐 통장 숫자는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠? 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 주민등록증도 접수도 안 해줬는데 그냥 입출금 입출금 계좌 식별전화번호만 여쭤보면 뭐합니까?,1.0
9086,네 22사건도 예약할 수 있음하세요.,0.0
6012,하지만 현재 선별진료소를 운영 중간인 보건소는 일부 제한이 있을 수 있으니 사전에 인증을 부탁드립니다. ,0.0
7280, 아휴 그럼 어떻게 해요. 제가 금액 돈 입금 바로 쓸 수가 있는거지. 느낌이 완전 보이스 사기죄 이상한게 아니라 지금 자격 요건이 안 되시잖아요,1.0
6966,"두개인신분증,자동차등록증이 필요성합니다.",0.0
5815, 다른사람한테 피해주지 마시구요 그러다 벌받아요 무슨소리하시는거죠? 지금 그 은행 로그인 계정 제가 신고 해놨거든요?,1.0
2662, 음 자금 입금하기 바로 되고요? 그렇죠. 당일로도 가능하시고 다만 위임 처리하실 경우에는 이제 뭐 수수료는 저희가 대신 내드리지만 위임 처리 비용이 따로 발생이 되세요 얼마정도요?,1.0
1680,기관마다 상이하기때문에 검토해보셔야합니다,0.0
7155,"지방소득세는 납세의무를 가지고 있는 개인, 법인이 소득에 따라 납부하기하게 되는 지방세입니다.",0.0
929, 사용하시는 휴대 전화 식별숫자 통신사는 어떻게 되세요? SKT요 본인 명의세요? 예,1.0
6869,무단 촬영 및 불필요성한 신체접촉 등등도 금지되어있습니다.,0.0
9952, 다른거 필요한 건 없나요? 뭐 추가적인 접수는 없으세요 아 뭐 통장 전화숫자는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠?,1.0
5703, 무슨소리하시는거죠? 지금 그 로그인 계정 제가 신고 해놨거든요? 네 아이디에 금액을 다 빼가셨더라고요,1.0
7305, 사장님께서 혹시 안쓰시는 로그인 계정가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 식별식별번호 알게 되셨죠? 아 뭐 혹시 온라인에서 가입하신적은 없으세요? 네 가입한적 없는데요,1.0
3312, 느낌이 완전 보이스 보이스사기 이상한게 아니라 지금 자격 요건이 안 되시잖아요 금액을 먼저 넣으라는 거는 나는 좀 이해가 안되네요.여보세요 안녕하세요,1.0
1981,인턴 종료 이후 상용직 또는 정규직으로 전환될 수 있으나 인턴활동으로 종료될수도 있습니다,0.0
11675,그렇다면 유실동물 분실보고를 먼저 하때는 사물이 좋을 듯 합니다.,0.0
5984,네 자세한 내용은 상담 받아보때기를 추천 드립니다. ,0.0
6165,고맙습니다합니다. 링크를 보내드릴까요?,0.0
209, 재정을 먼저 넣으라는 거는 나는 좀 이해가 안되네요.여보세요 안녕하세요 고객님 김종현 대리입니다 아네 대리님,1.0
13615,네 잠시다만요 바로 답변 드리겠습니다.,0.0
11731,세대분리가 안되어서 부모님 집 포함하여 2주택으로 잡힌 물건 같네요.,0.0
1206, 원래는 먼저 넣는 거 아니에요. 근데 위임처리하실 경우에만 먼저 받는 거예요 아 아. 왜냐면 솔직히 이게 보이스보이스사기 같기도 하고,1.0
766, 같이 찍어도 되요? 올려놓고? 같이 찍어도 되냐고요? 올려놓고?,1.0
2942, 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 ID도 접수도 안 해줬는데 그냥 사용자 계정 연락처만 여쭤보면 뭐합니까? 예 절차가 있는 거니까,1.0
4903, 아 아. 왜냐면 솔직히 이게 보이스사기 범죄 같기도 하고 20만원 큰 화폐도 아니겠지만 느낌이 이상하네요,1.0
3942,재발행하기 등록 신청하시간면 됩니다. ,0.0
6707,재활용물건이 잘 보이는 비닐봉지를 사용하때면 됩니다,0.0
977, 다만 단순 변심 의사 취소하시면 환급이 안 됩니다 예 예 네 네 그럼 일단 서류 접수부터 한번 진행을 해볼게요. 사업자 등록증이 있으시죠?,1.0
10792,"인터넷으로는 보건소 사이트나 공공보건포털,행안부 정부24포털을 통해 발행하기이 할 수 있는해요",0.0
4788, 네 다름이 아니구요 사장님께서 혹시 안쓰시는 은행 은행 계정가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 연락처 알게 되셨죠?,1.0
3243, 고객님 본인명의세요? 예 예 수납 담당자님 입출금 은행 계좌 식별전화번호는 바로 카카오톡으로 보내드릴거구요. 수납 가능하신 시간은 얼마나 걸리세요?,1.0
120, 수납요? 예 위임 처리 비용 수납 처리해주신다고 하셨잖아요 아 제가 먼저 돈을 드려야 되는거에요? 심사를 보죠.,1.0
4589, 아 뭐 통장 전화식별번호는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠? 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 ID도 접수도 안 해줬는데 그냥 은행 입출금 계좌 연락처만 여쭤보면 뭐합니까?,1.0
7991,"네, 본인의 선택에 따라 사진, 주요활동, 수상경력 외이 소개됩니다.",0.0
10650,구역내돌봄복지과 OOOO-OOOO번으로 문의 주시간면 됩니다,0.0
6458, 네 은행 은행 계좌에 금액을 다 빼가셨더라고요 바로?네 여보세요? 여보세요,1.0
3020,요청나중에 바로 처리실행 가능합니다.,0.0
11603,온라인으로 발급받기이 실행 가능한 전자본인 서명사실인증서 시스템을 도입했지망 아직 인감증명서가 더 안전하다는 정서와 생각보다 복잡한 전자본인서명사실점검서 이용함방법이 본 제도의 정착을 방해하고 있습니다.,0.0
7688, 그렇구나... 대리님 네 사기죄 불법적 행동치지 마시고요,1.0
4905,고지서에 지불용 QR코드가 있는데 바코드 역할을 하는 물건입니다. ,0.0
1483,점검 결과 긴급생계지원금이랑은 중복으로 신청서 제출하실 수 없습니다,0.0
87, 중도 상환 수수료 안 받습니다. 없습니다. 아 그럼 그때 한 번 방문을 해주실래요? 그러면은 이제 고객님께서 직접 법무 법인이랑 변호사 공증 사무실 지정하고 저희 은행 직원이 파견 나가는 걸로 해드릴까요?,1.0
5574,서울 지역 00구 00로 00 입니다.,0.0
249,네. 기존에 등록 신청하신 내역과 동일하게 진행됩니다. ,0.0
583, 스포츠 토토 사이트요 아 그러면 생각해보고 나중에 연락 드릴게요 네 알겠습니다 네네,1.0
1055,여의나루역 3번출구에서 한강변으로 직진하시각면 됩니다. ,0.0
4265,말슴하신 사항 처럼 쉐어하우스라고 생각하시기면 되십니다.,0.0
14318,보건증 검사가 할 수 있는한 병원에서 재검사 받으셔야되는 부분입니다.,0.0
3111, 아휴 그럼 어떻게 해요. 제가 자본 예금 바로 쓸 수가 있는거지. 느낌이 완전 보이스 속임수 이상한게 아니라 지금 자격 요건이 안 되시잖아요,1.0
12963,입구에 있는 매표소에서 할 수 있음합니다,0.0
5218,공동체주택플랫폼 사이트에서 검토할 수 있습니다.,0.0
598, 위임하실 경우에는 방문이나 내방 없이 드리는 전화 받으시고 녹취를 통해서 대출 계약서랑 공증 서류를 작성하고요. 우편으로 등기 발송 처리해드리고요 음 입금 바로 되고요? 그렇죠.,1.0
4427,아쉽지만 여성행복객석과 제휴를 맺은 공연들단지 관람이 할 수 있는하십니다.,0.0
3889,청소년 온라인 페이지에서 확인하기 실행 가능합니다. ,0.0
3700, 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 ID도 접수도 안 해줬는데 그냥 사용자 계정 식별전화번호만 여쭤보면 뭐합니까? 예 절차가 있는 거니까,1.0
8886, 아 제가 먼저 돈을 드려야 되는거에요? 심사를 보죠. 예 예 예. 다 제외하고 들어오던데?,1.0
206,다시 검토해 보겠습니다.,0.0
